,race,rcDate,rcNo,ord,rcTime,chulNo,age,wgBudam,ord1CntT,ord1CntY,ord2CntT,ord2CntY,rcCntT,rcCntY,chaksunT,chaksunY,chaksun_6m,rating,rcDist,trAge,ord1CntT_tr,ord2CntT_tr,rcCntT_tr,ord1CntY_tr,ord2CntY_tr,rcCntY_tr,age_jk,ord1CntT_jk,ord2CntT_jk,rcCntT_jk,ord1CntY_jk,ord2CntY_jk,rcCntY_jk,wg_Budam_jk,wg_Budam_others_jk,num_own,num_reg,num_cancel,chaksunT_ow,chaksunY_ow,ord1CntT_ow,ord2CntT_ow,ord3CntT_ow,rcCntT_ow,ord1CntY_ow,ord2CntY_ow,ord3CntY_ow,rcCntY_ow,from_recentRcDate,from_trDebut,from_jkDebut,from_owRegister,pred,pred_rank,pred_ona
23021,2052,2017-05-13,10,0,73.9,8,4,52.0,7,3,2,0,17,8,466900000,208150000,0,84,1400,84,84,84,84,84,84,84,26,95,134,1649,46,48,550,52,52,84,84,84,84,84,84,84,84,84,84,84,84,46,62,17215,1442,17215,0.7350122928619385,1.0,1
23022,2052,2017-05-13,10,0,73.7,5,6,52.0,4,0,3,0,26,5,229850000,0,0,82,1400,82,82,82,82,82,82,82,36,5,9,139,5,9,139,52,52,82,82,82,82,82,82,82,82,82,82,82,82,105,42,17217,113,17217,0.7378028631210327,2.0,1
23023,2052,2017-05-13,10,0,73.7,4,5,53.0,3,0,6,1,28,10,257350000,27500000,0,84,1400,84,84,84,84,84,84,84,35,490,401,3023,83,72,503,51,51,84,84,84,84,84,84,84,84,84,84,84,84,116,20,17215,4392,17215,0.7498061656951904,6.0,0
23024,2052,2017-05-13,10,0,73.7,1,5,52.5,7,1,2,0,24,9,327850000,66000000,4400000,83,1400,83,83,83,83,83,83,83,43,408,474,5501,22,14,260,51,51,83,83,83,83,83,83,83,83,83,83,83,83,87,20,17216,6907,17216,0.7404657602310181,4.0,0
23025,2052,2017-05-13,10,1,73.5,6,4,52.0,7,3,3,2,15,9,286050000,172450000,5500000,82,1400,82,82,82,82,82,82,82,35,170,135,1009,96,68,483,53,53,82,82,82,82,82,82,82,82,82,82,82,82,96,49,17217,743,17217,0.7387416958808899,3.0,1
23026,2052,2017-05-13,10,1,73.4,7,5,56.0,7,1,7,1,28,9,414330000,90200000,0,90,1400,90,90,90,90,90,90,90,37,195,231,2611,21,23,160,53,53,90,90,90,90,90,90,90,90,90,90,90,90,58,27,17209,6464,17209,0.7525132894515991,8.0,0
23027,2052,2017-05-13,10,1,73.2,3,5,55.0,5,1,3,0,15,5,271350000,50400000,0,88,1400,88,88,88,88,88,88,88,49,682,717,6399,5,6,70,54,54,88,88,88,88,88,88,88,88,88,88,88,88,119,41,17211,10634,17211,0.7477556467056274,5.0,0
23028,2053,2017-05-13,9,0,88.8,4,5,51.0,6,0,3,0,20,4,235600000,4500000,4500000,67,1800,67,67,67,67,67,67,67,23,38,50,805,16,20,282,49,49,67,67,67,67,67,67,67,67,67,67,67,67,80,35,17232,1073,17232,0.7080986499786377,1.0,1
23029,2053,2017-05-13,9,0,88.8,1,4,52.0,4,3,4,2,20,12,211300000,155300000,107700000,67,1800,67,67,67,67,67,67,67,37,195,231,2611,21,23,160,53,53,67,67,67,67,67,67,67,67,67,67,67,67,16,27,17232,6464,17232,0.7113786935806274,2.0,1
23030,2053,2017-05-13,9,0,88.4,7,5,57.0,4,0,3,1,23,9,247150000,31900000,0,79,1800,79,79,79,79,79,79,79,52,283,373,4722,2,3,75,52,52,79,79,79,79,79,79,79,79,79,79,79,79,73,20,17220,11000,17220,0.7415965795516968,10.0,0
23031,2053,2017-05-13,9,0,88.2,3,7,54.5,3,1,2,1,26,8,199973000,87400000,0,78,1800,78,78,78,78,78,78,78,26,28,32,455,17,25,272,49,49,78,78,78,78,78,78,78,78,78,78,78,78,57,28,17221,695,17221,0.7374603748321533,9.0,0
23032,2053,2017-05-13,9,0,87.9,8,7,51.5,3,0,5,1,50,12,269660000,47700000,36000000,68,1800,68,68,68,68,68,68,68,30,162,157,2177,50,39,526,51,51,68,68,68,68,68,68,68,68,68,68,68,68,74,21,17231,2089,17231,0.7358548641204834,8.0,0
23033,2053,2017-05-13,9,0,87.9,9,4,57.0,5,3,4,1,12,6,218550000,145800000,51300000,79,1800,79,79,79,79,79,79,79,26,95,134,1649,46,48,550,52,52,79,79,79,79,79,79,79,79,79,79,79,79,4,48,17220,1442,17220,0.7277519702911377,6.0,0
23034,2053,2017-05-13,9,0,87.8,10,6,51.0,1,0,5,1,34,12,176690000,54900000,7200000,70,1800,70,70,70,70,70,70,70,22,15,20,200,15,20,200,48,48,70,70,70,70,70,70,70,70,70,70,70,70,80,41,17229,329,17229,0.7265855073928833,5.0,0
23035,2053,2017-05-13,9,1,87.7,5,4,55.0,2,1,4,3,16,9,152500000,102900000,18900000,75,1800,75,75,75,75,75,75,75,30,95,103,1129,43,38,465,49,49,75,75,75,75,75,75,75,75,75,75,75,75,106,21,17224,1073,17224,0.7305424213409424,7.0,0
23036,2053,2017-05-13,9,1,87.0,6,5,52.0,4,1,5,1,19,9,207650000,73950000,31950000,69,1800,69,69,69,69,69,69,69,35,490,401,3023,83,72,503,51,51,69,69,69,69,69,69,69,69,69,69,69,69,123,14,17230,4392,17230,0.7265154123306274,4.0,0
23037,2053,2017-05-13,9,1,86.4,2,4,51.0,2,0,2,2,14,8,129500000,60750000,46500000,67,1800,67,67,67,67,67,67,67,28,18,25,212,18,25,212,49,49,67,67,67,67,67,67,67,67,67,67,67,67,123,21,17232,329,17232,0.7116763591766357,3.0,1
23069,2057,2017-05-13,5,0,85.3,2,4,57.0,0,0,0,0,18,11,9000000,2400000,2400000,33,1300,33,33,33,33,33,33,33,47,354,348,4302,2,1,74,52,52,33,33,33,33,33,33,33,33,33,33,33,33,15,34,17266,9843,17266,0.652151882648468,10.0,0
23070,2057,2017-05-13,5,0,84.2,4,3,55.5,1,1,0,0,10,10,28000000,28000000,18000000,33,1300,33,33,33,33,33,33,33,28,223,233,2889,35,49,408,51,51,33,33,33,33,33,33,33,33,33,33,33,33,73,34,17266,2903,17266,0.6500114798545837,9.0,0
23071,2057,2017-05-13,5,0,84.1,6,4,55.5,2,1,1,0,17,10,72650000,33200000,25600000,33,1300,33,33,33,33,33,33,33,30,162,157,2177,50,39,526,51,51,33,33,33,33,33,33,33,33,33,33,33,33,48,28,17266,2089,17266,0.6535033583641052,11.0,0
23072,2057,2017-05-13,5,0,84.0,10,4,52.0,0,0,2,1,15,10,16200000,7800000,4200000,22,1300,22,22,22,22,22,22,22,28,53,47,1082,5,4,112,50,50,22,22,22,22,22,22,22,22,22,22,22,22,2,20,17277,2089,17277,0.6212911605834961,1.0,1
23073,2057,2017-05-13,5,0,84.0,9,5,52.0,0,0,2,0,27,13,33950000,13200000,6000000,21,1300,21,21,21,21,21,21,21,44,13,14,275,13,14,275,52,52,21,21,21,21,21,21,21,21,21,21,21,21,83,20,17278,258,17278,0.6425285935401917,7.0,0
23074,2057,2017-05-13,5,0,84.0,11,3,54.0,1,1,1,1,8,8,38800000,38800000,36400000,30,1300,30,30,30,30,30,30,30,27,63,65,1156,4,9,128,51,51,30,30,30,30,30,30,30,30,30,30,30,30,112,21,17269,1801,17269,0.6401888728141785,6.0,0
23075,2057,2017-05-13,5,0,84.0,7,3,55.5,0,0,3,3,7,7,43200000,43200000,40800000,30,1300,30,30,30,30,30,30,30,35,490,401,3023,83,72,503,51,51,30,30,30,30,30,30,30,30,30,30,30,30,86,28,17269,4392,17269,0.6458171010017395,8.0,0
23076,2057,2017-05-13,5,0,83.8,5,3,53.5,1,1,0,0,5,5,15740000,15740000,15740000,29,1300,29,29,29,29,29,29,29,26,95,134,1649,46,48,550,52,52,29,29,29,29,29,29,29,29,29,29,29,29,85,35,17270,1442,17270,0.6375837922096252,5.0,0
23077,2057,2017-05-13,5,1,83.7,3,4,51.0,0,0,2,2,18,14,27200000,27200000,3600000,21,1300,21,21,21,21,21,21,21,29,69,107,1735,1,8,126,51,51,21,21,21,21,21,21,21,21,21,21,21,21,75,14,17278,2903,17278,0.6310967206954956,2.0,1
23078,2057,2017-05-13,5,1,83.5,8,3,54.0,0,0,1,1,6,6,27400000,27400000,9200000,27,1300,27,27,27,27,27,27,27,30,95,103,1129,43,38,465,49,49,27,27,27,27,27,27,27,27,27,27,27,27,60,27,17272,1073,17272,0.6321595907211304,3.0,1
23079,2057,2017-05-13,5,1,83.4,1,3,56.0,1,1,1,1,3,3,35000000,35000000,35000000,31,1300,31,31,31,31,31,31,31,38,113,145,1635,8,6,67,54,54,31,31,31,31,31,31,31,31,31,31,31,31,54,77,17268,6464,17268,0.6371123790740967,4.0,0
23098,2060,2017-05-13,2,0,85.2,6,3,55.5,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,26,95,134,1649,46,48,550,52,52,44,44,44,44,44,44,44,44,44,44,44,44,15,0,17255,1442,17255,0.6503961086273193,1.0,1
23099,2060,2017-05-13,2,0,85.2,7,3,55.5,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,38,113,145,1635,8,6,67,54,54,44,44,44,44,44,44,44,44,44,44,44,44,35,28,17255,6464,17255,0.6525791883468628,2.0,1
23100,2060,2017-05-13,2,0,84.9,1,3,55.5,0,0,0,0,2,2,0,0,0,44,1300,44,44,44,44,44,44,44,38,710,671,5767,39,34,257,53,53,44,44,44,44,44,44,44,44,44,44,44,44,73,34,17255,5790,17255,0.6592555642127991,5.0,0
23101,2060,2017-05-13,2,0,84.0,3,3,55.5,0,0,0,0,2,2,1600000,1600000,1600000,44,1300,44,44,44,44,44,44,44,28,223,233,2889,35,49,408,51,51,44,44,44,44,44,44,44,44,44,44,44,44,71,21,17255,2903,17255,0.6575735807418823,3.0,1
23102,2060,2017-05-13,2,1,83.5,5,3,56.5,0,0,0,0,3,3,6800000,6800000,6800000,44,1300,44,44,44,44,44,44,44,43,5,10,106,5,10,106,53,53,44,44,44,44,44,44,44,44,44,44,44,44,108,28,17255,143,17255,0.6632843017578125,6.0,0
23103,2060,2017-05-13,2,1,83.2,2,3,54.5,0,0,0,0,4,4,9600000,9600000,9600000,44,1300,44,44,44,44,44,44,44,23,51,46,536,24,28,279,49,49,44,44,44,44,44,44,44,44,44,44,44,44,85,42,17255,695,17255,0.6579826474189758,4.0,0
23104,2060,2017-05-13,2,1,83.0,4,3,57.0,0,0,1,1,2,2,13600000,13600000,13600000,44,1300,44,44,44,44,44,44,44,35,490,401,3023,83,72,503,51,51,44,44,44,44,44,44,44,44,44,44,44,44,92,48,17255,4392,17255,0.6654936075210571,7.0,0
23116,2062,2017-05-14,11,0,76.5,3,5,52.0,3,0,1,0,17,5,137350000,0,0,66,1200,66,66,66,66,66,66,66,43,257,270,3231,3,4,86,51,51,66,66,66,66,66,66,66,66,66,66,66,66,50,36,17234,7988,17234,0.6998907327651978,2.0,1
23117,2062,2017-05-14,11,0,75.6,2,6,56.0,4,1,6,0,33,9,281530000,67500000,50400000,74,1200,74,74,74,74,74,74,74,23,82,55,607,40,27,318,49,49,74,74,74,74,74,74,74,74,74,74,74,74,86,36,17226,696,17226,0.7285223007202148,9.0,0
23118,2062,2017-05-14,11,0,75.3,4,6,55.0,2,0,3,0,25,8,157550000,33300000,0,72,1200,72,72,72,72,72,72,72,52,283,373,4722,2,3,75,52,52,72,72,72,72,72,72,72,72,72,72,72,72,87,42,17228,11001,17228,0.7252407073974609,8.0,0
23119,2062,2017-05-14,11,0,75.1,7,4,53.5,5,2,6,3,19,9,308250000,133500000,0,72,1200,72,72,72,72,72,72,72,28,223,233,2889,35,49,408,51,51,72,72,72,72,72,72,72,72,72,72,72,72,94,36,17228,2904,17228,0.7173351049423218,5.0,0
23120,2062,2017-05-14,11,0,75.0,5,4,52.5,2,0,3,0,10,2,121250000,0,0,69,1200,69,69,69,69,69,69,69,23,38,50,805,16,20,282,49,49,69,69,69,69,69,69,69,69,69,69,69,69,86,50,17231,1074,17231,0.6985609531402588,1.0,1
23121,2062,2017-05-14,11,0,74.9,6,5,52.0,4,2,2,1,14,6,182950000,117000000,96000000,70,1200,70,70,70,70,70,70,70,26,28,32,455,17,25,272,49,49,70,70,70,70,70,70,70,70,70,70,70,70,98,43,17230,696,17230,0.7085157632827759,3.0,1
23122,2062,2017-05-14,11,1,74.4,1,6,54.5,5,0,7,1,35,7,289620000,23400000,18900000,71,1200,71,71,71,71,71,71,71,35,490,401,3023,83,72,503,51,51,71,71,71,71,71,71,71,71,71,71,71,71,15,21,17229,4393,17229,0.7204306125640869,6.0,0
23123,2062,2017-05-14,11,1,74.3,9,5,54.5,3,0,7,1,25,8,230700000,42000000,18900000,71,1200,71,71,71,71,71,71,71,26,95,134,1649,46,48,550,52,52,71,71,71,71,71,71,71,71,71,71,71,71,86,49,17229,1443,17229,0.720832347869873,7.0,0
23124,2062,2017-05-14,11,1,74.1,8,4,52.5,4,2,4,3,15,9,246700000,135450000,70650000,70,1200,70,70,70,70,70,70,70,35,170,135,1009,96,68,483,53,53,70,70,70,70,70,70,70,70,70,70,70,70,62,36,17230,744,17230,0.7137205600738525,4.0,0
23169,2067,2017-05-14,6,0,83.4,7,3,51.0,0,0,0,0,9,9,7800000,7800000,5400000,36,1400,36,36,36,36,36,36,36,23,38,50,805,16,20,282,49,49,36,36,36,36,36,36,36,36,36,36,36,36,38,36,17264,1074,17264,0.6447139978408813,1.0,1
23170,2067,2017-05-14,6,0,83.0,8,5,52.0,2,1,2,0,34,14,95850000,35400000,5400000,34,1400,34,34,34,34,34,34,34,30,162,157,2177,50,39,526,51,51,34,34,34,34,34,34,34,34,34,34,34,34,49,14,17266,2090,17266,0.6653169989585876,4.0,0
23171,2067,2017-05-14,6,0,82.9,6,4,54.0,2,2,1,1,11,11,73800000,73800000,20400000,46,1400,46,46,46,46,46,46,46,36,5,9,139,5,9,139,52,52,46,46,46,46,46,46,46,46,46,46,46,46,15,28,17254,114,17254,0.6683827638626099,7.0,0
23172,2067,2017-05-14,6,0,82.6,1,4,51.0,0,0,1,1,8,5,27000000,27000000,3000000,43,1400,43,43,43,43,43,43,43,28,18,25,212,18,25,212,49,49,43,43,43,43,43,43,43,43,43,43,43,43,78,28,17257,330,17257,0.6583264470100403,3.0,1
23173,2067,2017-05-14,6,0,82.4,3,4,52.0,1,1,4,2,14,7,72100000,50800000,42400000,42,1400,42,42,42,42,42,42,42,35,490,401,3023,83,72,503,51,51,42,42,42,42,42,42,42,42,42,42,42,42,83,63,17258,4393,17258,0.6696484088897705,8.0,0
23174,2067,2017-05-14,6,1,82.2,5,3,51.0,2,2,1,1,7,7,75600000,75600000,36400000,42,1400,42,42,42,42,42,42,42,26,28,32,455,17,25,272,49,49,42,42,42,42,42,42,42,42,42,42,42,42,52,36,17258,696,17258,0.6536579132080078,2.0,1
23175,2067,2017-05-14,6,1,82.0,2,5,52.5,2,0,3,0,23,11,97700000,15600000,10200000,40,1400,40,40,40,40,40,40,40,26,95,134,1649,46,48,550,52,52,40,40,40,40,40,40,40,40,40,40,40,40,31,22,17260,1443,17260,0.667667806148529,6.0,0
23176,2067,2017-05-14,6,1,81.9,4,3,55.0,0,0,1,1,3,3,12600000,12600000,12600000,45,1400,45,45,45,45,45,45,45,35,170,135,1009,96,68,483,53,53,45,45,45,45,45,45,45,45,45,45,45,45,88,21,17255,744,17255,0.6674483418464661,5.0,0
23177,2068,2017-05-14,5,0,85.2,1,4,52.0,0,0,1,1,15,11,14820000,14820000,11020000,25,1300,25,25,25,25,25,25,25,36,5,9,139,5,9,139,52,52,25,25,25,25,25,25,25,25,25,25,25,25,70,15,17275,114,17275,0.6364255547523499,3.0,1
23178,2068,2017-05-14,5,0,84.4,8,5,54.5,1,1,2,0,30,9,79750000,31000000,1600000,33,1300,33,33,33,33,33,33,33,23,51,46,536,24,28,279,49,49,33,33,33,33,33,33,33,33,33,33,33,33,121,28,17267,696,17267,0.6606045365333557,11.0,0
23179,2068,2017-05-14,5,0,84.0,7,6,53.0,2,1,3,2,28,11,81000000,42800000,18400000,33,1300,33,33,33,33,33,33,33,22,15,20,200,15,20,200,48,48,33,33,33,33,33,33,33,33,33,33,33,33,104,29,17267,330,17267,0.6597863435745239,10.0,0
23180,2068,2017-05-14,5,0,84.0,6,5,52.0,0,0,5,1,26,11,63600000,22800000,10800000,28,1300,28,28,28,28,28,28,28,30,95,103,1129,43,38,465,49,49,28,28,28,28,28,28,28,28,28,28,28,28,72,29,17272,1074,17272,0.6495141983032227,6.0,0
23181,2068,2017-05-14,5,0,83.9,10,4,51.0,0,0,3,0,21,12,43200000,15600000,10000000,22,1300,22,22,22,22,22,22,22,34,25,32,704,2,2,82,51,51,22,22,22,22,22,22,22,22,22,22,22,22,64,15,17278,3648,17278,0.6317241191864014,1.0,1
23182,2068,2017-05-14,5,0,83.5,2,3,51.5,0,0,1,1,8,8,23800000,23800000,23800000,27,1300,27,27,27,27,27,27,27,30,162,157,2177,50,39,526,51,51,27,27,27,27,27,27,27,27,27,27,27,27,120,21,17273,2090,17273,0.6392771005630493,5.0,0
23183,2068,2017-05-14,5,0,83.1,5,3,55.0,1,1,0,0,1,1,22800000,22800000,22800000,31,1300,31,31,31,31,31,31,31,35,490,401,3023,83,72,503,51,51,31,31,31,31,31,31,31,31,31,31,31,31,66,28,17269,4393,17269,0.6375889778137207,4.0,0
23184,2068,2017-05-14,5,0,83.1,3,4,55.5,1,0,2,1,14,10,71200000,34800000,21600000,35,1300,35,35,35,35,35,35,35,37,212,243,3187,6,4,159,52,52,35,35,35,35,35,35,35,35,35,35,35,35,121,21,17265,5791,17265,0.6596044301986694,9.0,0
23185,2068,2017-05-14,5,1,82.7,4,3,56.5,1,1,0,0,6,6,41200000,41200000,41200000,34,1300,34,34,34,34,34,34,34,35,170,135,1009,96,68,483,53,53,34,34,34,34,34,34,34,34,34,34,34,34,90,28,17266,744,17266,0.653357744216919,7.0,0
23186,2068,2017-05-14,5,1,82.6,11,3,54.5,1,1,0,0,4,4,31000000,31000000,31000000,30,1300,30,30,30,30,30,30,30,31,109,93,1437,12,15,179,52,52,30,30,30,30,30,30,30,30,30,30,30,30,84,21,17270,3635,17270,0.634967565536499,2.0,1
23187,2068,2017-05-14,5,1,82.4,9,4,56.5,1,1,1,1,9,9,47000000,47000000,3600000,34,1300,34,34,34,34,34,34,34,49,682,717,6399,5,6,70,54,54,34,34,34,34,34,34,34,34,34,34,34,34,98,42,17266,10635,17266,0.6573271155357361,8.0,0
23188,2069,2017-05-14,4,0,0.0,5,5,52.0,1,0,0,0,24,11,39600000,9200000,5600000,23,1200,23,23,23,23,23,23,23,29,130,127,1667,18,25,261,52,52,23,23,23,23,23,23,23,23,23,23,23,23,62,42,17277,3252,17277,0.637783408164978,5.0,0
23189,2069,2017-05-14,4,0,78.9,6,4,51.0,0,0,2,2,15,12,20600000,20600000,5200000,21,1200,21,21,21,21,21,21,21,29,49,49,932,0,1,40,51,52,21,21,21,21,21,21,21,21,21,21,21,21,70,22,17279,2531,17279,0.6260071396827698,1.0,1
23190,2069,2017-05-14,4,0,77.9,11,4,55.5,2,1,0,0,12,5,54400000,22400000,0,34,1200,34,34,34,34,34,34,34,29,69,107,1735,1,8,126,51,51,34,34,34,34,34,34,34,34,34,34,34,34,73,42,17266,2904,17266,0.6452664136886597,9.0,0
23191,2069,2017-05-14,4,0,77.7,3,3,54.5,1,1,0,0,1,1,22800000,22800000,22800000,29,1200,29,29,29,29,29,29,29,23,82,55,607,40,27,318,49,49,29,29,29,29,29,29,29,29,29,29,29,29,61,98,17271,696,17271,0.628017783164978,2.0,1
23192,2069,2017-05-14,4,0,77.5,2,3,52.5,1,1,0,0,2,2,24400000,24400000,24400000,28,1200,28,28,28,28,28,28,28,30,95,103,1129,43,38,465,49,49,28,28,28,28,28,28,28,28,28,28,28,28,79,50,17272,1074,17272,0.6286889314651489,3.0,1
23193,2069,2017-05-14,4,0,77.3,7,3,55.0,1,1,0,0,6,6,32600000,32600000,29600000,30,1200,30,30,30,30,30,30,30,35,490,401,3023,83,72,503,51,51,30,30,30,30,30,30,30,30,30,30,30,30,85,21,17270,4393,17270,0.6426138281822205,8.0,0
23194,2069,2017-05-14,4,0,76.8,9,4,55.0,2,1,1,1,20,13,56550000,42800000,33200000,30,1200,30,30,30,30,30,30,30,36,5,9,139,5,9,139,52,52,30,30,30,30,30,30,30,30,30,30,30,30,84,49,17270,114,17270,0.6522976160049438,11.0,0
23195,2069,2017-05-14,4,0,76.0,1,4,54.0,1,1,1,1,12,12,23600000,23600000,7200000,28,1200,28,28,28,28,28,28,28,37,212,243,3187,6,4,159,52,52,28,28,28,28,28,28,28,28,28,28,28,28,34,28,17272,5791,17272,0.638787031173706,6.0,0
23196,2069,2017-05-14,4,1,76.0,4,4,53.5,1,1,1,1,8,8,25960000,25960000,22360000,33,1200,33,33,33,33,33,33,33,28,18,25,212,18,25,212,49,49,33,33,33,33,33,33,33,33,33,33,33,33,97,36,17267,330,17267,0.6459828615188599,10.0,0
23197,2069,2017-05-14,4,1,75.7,8,4,52.0,0,0,2,0,16,7,26400000,5600000,5600000,23,1200,23,23,23,23,23,23,23,26,95,134,1649,46,48,550,52,52,23,23,23,23,23,23,23,23,23,23,23,23,125,57,17277,1443,17277,0.637363076210022,4.0,0
23198,2069,2017-05-14,4,1,75.7,10,5,52.0,1,1,1,0,28,11,54050000,31600000,1600000,24,1200,24,24,24,24,24,24,24,30,107,140,1737,17,18,235,52,52,24,24,24,24,24,24,24,24,24,24,24,24,76,28,17276,3252,17276,0.6411553025245667,7.0,0
23199,2070,2017-05-14,3,0,64.0,9,3,53.0,1,1,0,0,8,8,34400000,34400000,26000000,27,1000,27,27,27,27,27,27,27,26,95,134,1649,46,48,550,52,52,27,27,27,27,27,27,27,27,27,27,27,27,55,28,17273,1443,17273,0.6308425664901733,3.0,1
23200,2070,2017-05-14,3,0,63.9,6,5,53.5,1,1,1,1,10,9,16200000,16200000,11200000,28,1000,28,28,28,28,28,28,28,44,13,14,275,13,14,275,52,52,28,28,28,28,28,28,28,28,28,28,28,28,60,36,17272,259,17272,0.6399726867675781,6.0,0
23201,2070,2017-05-14,3,0,63.5,11,3,55.5,1,1,0,0,9,9,23680000,23680000,23680000,29,1000,29,29,29,29,29,29,29,44,16,10,94,16,10,94,54,54,29,29,29,29,29,29,29,29,29,29,29,29,4,36,17271,137,17271,0.6326168179512024,4.0,0
23202,2070,2017-05-14,3,0,63.5,5,4,54.0,1,0,3,2,19,9,64900000,29200000,20800000,29,1000,29,29,29,29,29,29,29,38,710,671,5767,39,34,257,53,53,29,29,29,29,29,29,29,29,29,29,29,29,81,28,17271,5791,17271,0.6439568996429443,8.0,0
23203,2070,2017-05-14,3,0,63.0,4,5,52.0,0,0,2,1,36,15,47550000,22800000,17600000,25,1000,25,25,25,25,25,25,25,43,70,86,1676,4,5,75,52,52,25,25,25,25,25,25,25,25,25,25,25,25,121,21,17275,7652,17275,0.6520696878433228,11.0,0
23204,2070,2017-05-14,3,0,62.8,3,3,53.5,1,1,0,0,3,3,23800000,23800000,23800000,29,1000,29,29,29,29,29,29,29,21,27,26,371,10,10,109,51,51,29,29,29,29,29,29,29,29,29,29,29,29,54,70,17271,1443,17271,0.623142421245575,1.0,1
23205,2070,2017-05-14,3,0,62.6,10,4,52.0,1,0,0,0,11,9,30000000,5600000,2000000,25,1000,25,25,25,25,25,25,25,23,82,55,607,40,27,318,49,49,25,25,25,25,25,25,25,25,25,25,25,25,79,28,17275,696,17275,0.6293187141418457,2.0,1
23206,2070,2017-05-14,3,0,62.4,7,4,56.5,1,1,0,0,3,2,14800000,13200000,0,31,1000,31,31,31,31,31,31,31,27,74,87,1318,9,14,228,51,52,31,31,31,31,31,31,31,31,31,31,31,31,86,351,17269,2531,17269,0.6466867923736572,10.0,0
23207,2070,2017-05-14,3,1,62.1,1,3,56.5,1,1,0,0,4,4,28000000,28000000,28000000,31,1000,31,31,31,31,31,31,31,30,162,157,2177,50,39,526,51,51,31,31,31,31,31,31,31,31,31,31,31,31,88,56,17269,2090,17269,0.6395314931869507,5.0,0
23208,2070,2017-05-14,3,1,62.0,2,3,55.0,1,1,1,1,7,7,50600000,50600000,29600000,31,1000,31,31,31,31,31,31,31,35,490,401,3023,83,72,503,51,51,31,31,31,31,31,31,31,31,31,31,31,31,68,35,17269,4393,17269,0.6419506072998047,7.0,0
23209,2070,2017-05-14,3,1,61.7,8,4,53.0,2,1,1,0,22,11,73150000,36800000,24000000,33,1000,33,33,33,33,33,33,33,28,18,25,212,18,25,212,49,49,33,33,33,33,33,33,33,33,33,33,33,33,36,43,17267,330,17267,0.6456248164176941,9.0,0
23210,2071,2017-05-14,2,0,66.7,4,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,26,95,134,1649,46,48,550,52,52,44,44,44,44,44,44,44,44,44,44,44,44,79,0,17256,1443,17256,0.6566974520683289,7.0,0
23211,2071,2017-05-14,2,0,65.9,1,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,43,70,86,1676,4,5,75,52,52,44,44,44,44,44,44,44,44,44,44,44,44,83,0,17256,7652,17256,0.6554090976715088,5.0,0
23212,2071,2017-05-14,2,0,65.2,8,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,27,74,87,1318,9,14,228,51,52,44,44,44,44,44,44,44,44,44,44,44,44,56,0,17256,2531,17256,0.6505564451217651,2.0,1
23213,2071,2017-05-14,2,0,64.4,11,3,53.0,0,0,0,0,3,3,0,0,0,44,1300,44,44,44,44,44,44,44,22,15,20,200,15,20,200,48,48,44,44,44,44,44,44,44,44,44,44,44,44,105,70,17256,330,17256,0.6567737460136414,8.0,0
23214,2071,2017-05-14,2,0,64.3,6,3,54.0,0,0,0,0,6,6,9500000,9500000,9500000,44,1300,44,44,44,44,44,44,44,23,82,55,607,40,27,318,49,49,44,44,44,44,44,44,44,44,44,44,44,44,48,21,17256,696,17256,0.6565704941749573,6.0,0
23215,2071,2017-05-14,2,0,64.2,10,3,56.0,0,0,0,0,1,1,0,0,0,44,1300,44,44,44,44,44,44,44,30,95,103,1129,43,38,465,49,49,44,44,44,44,44,44,44,44,44,44,44,44,94,43,17256,1074,17256,0.6597573161125183,10.0,0
23216,2071,2017-05-14,2,0,63.7,5,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,36,5,9,139,5,9,139,52,52,44,44,44,44,44,44,44,44,44,44,44,44,90,0,17256,114,17256,0.6547237634658813,4.0,0
23217,2071,2017-05-14,2,0,63.7,9,4,51.0,0,0,0,0,16,12,1680000,1680000,1680000,44,1300,44,44,44,44,44,44,44,28,18,25,212,18,25,212,49,49,44,44,44,44,44,44,44,44,44,44,44,44,83,14,17256,330,17256,0.668544590473175,11.0,0
23218,2071,2017-05-14,2,1,63.6,2,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,28,223,233,2889,35,49,408,51,51,44,44,44,44,44,44,44,44,44,44,44,44,66,0,17256,2904,17256,0.6541804671287537,3.0,1
23219,2071,2017-05-14,2,1,63.3,7,3,54.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,35,490,401,3023,83,72,503,51,51,44,44,44,44,44,44,44,44,44,44,44,44,92,0,17256,4393,17256,0.6587226390838623,9.0,0
23220,2071,2017-05-14,2,1,63.2,3,3,56.0,0,0,0,0,0,0,0,0,0,44,1300,44,44,44,44,44,44,44,38,710,671,5767,39,34,257,53,53,44,44,44,44,44,44,44,44,44,44,44,44,2,0,17256,5791,17256,0.6493608355522156,1.0,1
